trn_id,emp_id,hr_salary,job_title,emp_name,date,time,coffee_type,purchase_qty,price,total_price,pay_method,customer_name
ec490228,99854,12,Sr. Barista,Rebecca Edwards,2024-06-06,03:40:00,Latte,2,2.0,4.0,Card,Chad Brown
b735e877,99854,12,Sr. Barista,Rebecca Edwards,2024-06-05,21:07:44,Latte,2,2.0,4.0,Card,Micheal Green
7d7ede8d,82456,15,Sr. Barista,Diana Collins,2024-06-05,17:25:33,Latte,2,2.0,4.0,Cash,Jason Smith
3a22e7e5,82456,15,Sr. Barista,Diana Collins,2024-06-05,13:59:03,Americano,4,1.25,5.0,Card,Haley Davis
61958a76,22868,15,Jr. Barista,Evelyn Grant,2024-06-05,12:20:25,Latte,1,2.0,2.0,Cash,Caitlin Williams
3230c73c,98845,15,Jr. Barista,Kevin Swanson,2024-06-05,12:02:46,Mocha,4,2.0,8.0,Card,Richard Howard
909dfd7a,82456,15,Sr. Barista,Diana Collins,2024-06-05,11:36:31,Mocha,1,2.0,2.0,Card,Nancy Smith
6ea73a0b,98845,15,Jr. Barista,Kevin Swanson,2024-06-05,09:42:10,Mocha,2,2.0,4.0,Card,Mark Blake
ed41c7fd,98845,15,Jr. Barista,Kevin Swanson,2024-06-05,06:48:05,Mocha,4,2.0,8.0,Cash,Sarah Ruiz
e427438d,22868,15,Jr. Barista,Evelyn Grant,2024-06-05,06:29:11,Latte,3,2.0,6.0,Cash,Mark Martinez
bb0b1998,82456,15,Sr. Barista,Diana Collins,2024-06-05,01:46:16,Americano,3,1.25,3.75,Card,Mary Martin
cf021f2a,98845,15,Jr. Barista,Kevin Swanson,2024-06-05,00:28:07,Americano,2,1.25,2.5,Card,Michael Johnson
df1c9055,99854,12,Sr. Barista,Rebecca Edwards,2024-06-04,23:42:46,Mocha,2,2.0,4.0,Card,Thomas Williams
02c64519,99854,12,Sr. Barista,Rebecca Edwards,2024-06-04,18:36:12,Mocha,3,2.0,6.0,Cash,Brandon Ward
4fab9e2b,22868,15,Jr. Barista,Evelyn Grant,2024-06-04,17:43:30,Mocha,1,2.0,2.0,Card,Benjamin Perez
ba4ae30e,98845,15,Jr. Barista,Kevin Swanson,2024-06-04,17:16:11,Latte,3,2.0,6.0,Cash,Joel Harmon
e20628ee,82456,15,Sr. Barista,Diana Collins,2024-06-04,16:38:38,Latte,3,2.0,6.0,Card,Kristina Bryant
ee14d700,82456,15,Sr. Barista,Diana Collins,2024-06-04,14:02:54,Mocha,1,2.0,2.0,Card,Matthew Perry
ff18d07e,98845,15,Jr. Barista,Kevin Swanson,2024-06-04,12:08:07,Mocha,1,2.0,2.0,Card,Jason Smith
85310168,22868,15,Jr. Barista,Evelyn Grant,2024-06-04,11:47:06,Latte,4,2.0,8.0,Cash,Amy Wilkinson
1ef3be8f,99854,12,Sr. Barista,Rebecca Edwards,2024-06-04,08:54:44,Mocha,4,2.0,8.0,Cash,Luis Sanchez
0863f75f,22868,15,Jr. Barista,Evelyn Grant,2024-06-04,07:44:13,Mocha,2,2.0,4.0,Cash,Julia Dennis
147cbd38,98845,15,Jr. Barista,Kevin Swanson,2024-06-04,05:01:27,Latte,2,2.0,4.0,Cash,Natalie Dominguez
dea0aff4,99854,12,Sr. Barista,Rebecca Edwards,2024-06-04,04:21:08,Mocha,2,2.0,4.0,Cash,Michael Patel
1168b664,98845,15,Jr. Barista,Kevin Swanson,2024-06-04,03:16:59,Mocha,1,2.0,2.0,Card,Mark Blake
fa5f0808,99854,12,Sr. Barista,Rebecca Edwards,2024-06-04,03:09:59,Latte,4,2.0,8.0,Card,Micheal Green
25428f36,98845,15,Jr. Barista,Kevin Swanson,2024-06-03,21:31:40,Espresso,1,1.0,1.0,Cash,Micheal Green
44036552,99854,12,Sr. Barista,Rebecca Edwards,2024-06-03,19:23:29,Americano,3,1.25,3.75,Card,Steven Espinoza
dfb9282c,22868,15,Jr. Barista,Evelyn Grant,2024-06-03,19:11:38,Mocha,4,2.0,8.0,Cash,Brandy Johnson
4ca911a7,98845,15,Jr. Barista,Kevin Swanson,2024-06-03,12:44:31,Mocha,3,2.0,6.0,Card,Marie Fuller
8333d1eb,82456,15,Sr. Barista,Diana Collins,2024-06-03,10:17:46,Americano,2,1.25,2.5,Card,Richard Howard
6070cd8c,82456,15,Sr. Barista,Diana Collins,2024-06-03,08:57:41,Mocha,4,2.0,8.0,Card,Micheal Green
ee5f38b7,98845,15,Jr. Barista,Kevin Swanson,2024-06-03,07:57:25,Cappuccino,1,2.0,2.0,Cash,Michael Bass
8c2775c3,82456,15,Sr. Barista,Diana Collins,2024-06-03,06:32:30,Latte,2,2.0,4.0,Card,Rebecca Hubbard
d4c84156,98845,15,Jr. Barista,Kevin Swanson,2024-06-03,05:21:34,Mocha,2,2.0,4.0,Cash,Samantha Ortiz
607eb670,99854,12,Sr. Barista,Rebecca Edwards,2024-06-03,00:56:12,Americano,1,1.25,1.25,Cash,Juan White
cd20981c,99854,12,Sr. Barista,Rebecca Edwards,2024-06-03,00:30:15,Americano,3,1.25,3.75,Card,John Simon
0260f830,99854,12,Sr. Barista,Rebecca Edwards,2024-06-03,00:02:33,Mocha,1,2.0,2.0,Cash,Benjamin Powell
026d0f2a,22868,15,Jr. Barista,Evelyn Grant,2024-06-02,23:17:35,Latte,3,2.0,6.0,Cash,Aaron Ryan
c458e0a0,98845,15,Jr. Barista,Kevin Swanson,2024-06-02,22:32:14,Latte,1,2.0,2.0,Card,Olivia Evans
cf5ea2b4,99854,12,Sr. Barista,Rebecca Edwards,2024-06-02,21:41:00,Latte,4,2.0,8.0,Card,Ryan Smith
7c78f295,82456,15,Sr. Barista,Diana Collins,2024-06-02,17:44:26,Mocha,3,2.0,6.0,Card,Latoya Chung
23bff082,82456,15,Sr. Barista,Diana Collins,2024-06-02,16:58:36,Mocha,3,2.0,6.0,Cash,Shawn White
ea4ca0b8,82456,15,Sr. Barista,Diana Collins,2024-06-02,16:25:35,Americano,3,1.25,3.75,Cash,Veronica Lewis
0c6b416b,99854,12,Sr. Barista,Rebecca Edwards,2024-06-02,14:53:11,Mocha,2,2.0,4.0,Cash,Morgan Meadows
76803a33,99854,12,Sr. Barista,Rebecca Edwards,2024-06-02,09:40:55,Latte,1,2.0,2.0,Cash,Elizabeth Jackson
20b0861d,82456,15,Sr. Barista,Diana Collins,2024-06-02,08:49:27,Americano,4,1.25,5.0,Cash,Douglas Smith
c128a003,22868,15,Jr. Barista,Evelyn Grant,2024-06-02,04:02:28,Latte,2,2.0,4.0,Card,Jonathan Watkins
ffaf119c,99854,12,Sr. Barista,Rebecca Edwards,2024-06-02,03:44:59,Latte,4,2.0,8.0,Cash,Charles Dunlap
5fec34b7,82456,15,Sr. Barista,Diana Collins,2024-06-02,02:50:03,Mocha,2,2.0,4.0,Cash,Donald Grant
a8e8e44c,99854,12,Sr. Barista,Rebecca Edwards,2024-06-02,00:59:50,Latte,3,2.0,6.0,Card,Angela Chung
b4da656f,82456,15,Sr. Barista,Diana Collins,2024-06-01,23:12:34,Mocha,1,2.0,2.0,Cash,Kenneth Oliver
7967ff82,22868,15,Jr. Barista,Evelyn Grant,2024-06-01,22:11:18,Latte,4,2.0,8.0,Card,Kristina Bryant
001c2827,82456,15,Sr. Barista,Diana Collins,2024-06-01,16:53:30,Latte,2,2.0,4.0,Card,James Meyer
aac18300,22868,15,Jr. Barista,Evelyn Grant,2024-06-01,16:50:09,Mocha,1,2.0,2.0,Cash,Matthew Gonzalez
c7a56876,99854,12,Sr. Barista,Rebecca Edwards,2024-06-01,16:00:58,Mocha,2,2.0,4.0,Card,Todd Pierce
d52f053b,22868,15,Jr. Barista,Evelyn Grant,2024-06-01,15:42:01,Mocha,3,2.0,6.0,Card,Nancy Smith
8c76da12,98845,15,Jr. Barista,Kevin Swanson,2024-06-01,14:56:02,Mocha,2,2.0,4.0,Card,Micheal Green
3f36761f,22868,15,Jr. Barista,Evelyn Grant,2024-06-01,14:11:49,Espresso,1,1.0,1.0,Card,Marie Fuller
ec715a92,82456,15,Sr. Barista,Diana Collins,2024-06-01,12:12:49,Mocha,2,2.0,4.0,Cash,Jennifer Poole
13b97649,82456,15,Sr. Barista,Diana Collins,2024-06-01,09:40:00,Latte,4,2.0,8.0,Cash,Virginia Hanna
02c1d343,98845,15,Jr. Barista,Kevin Swanson,2024-06-01,09:03:41,Espresso,2,1.0,2.0,Cash,Zachary Moore
ba4e36f6,82456,15,Sr. Barista,Diana Collins,2024-06-01,01:25:54,Mocha,2,2.0,4.0,Cash,Carrie Johnson
bb0ac359,82456,15,Sr. Barista,Diana Collins,2024-05-31,23:10:03,Americano,2,1.25,2.5,Cash,Mark Martinez
6d570b13,82456,15,Sr. Barista,Diana Collins,2024-05-31,23:09:16,Americano,2,1.25,2.5,Card,John Perkins
63a6c0a6,99854,12,Sr. Barista,Rebecca Edwards,2024-05-31,21:45:19,Americano,4,1.25,5.0,Cash,Mary Melton
854b9ba0,82456,15,Sr. Barista,Diana Collins,2024-05-31,20:25:46,Mocha,1,2.0,2.0,Card,Ryan Smith
35ab8949,22868,15,Jr. Barista,Evelyn Grant,2024-05-31,19:49:32,Latte,1,2.0,2.0,Cash,Benjamin Perez
df29595b,99854,12,Sr. Barista,Rebecca Edwards,2024-05-31,19:17:00,Mocha,2,2.0,4.0,Card,Elizabeth Perez
e128ec4f,82456,15,Sr. Barista,Diana Collins,2024-05-31,18:48:08,Latte,3,2.0,6.0,Cash,Sean Martin
4a1daaeb,22868,15,Jr. Barista,Evelyn Grant,2024-05-31,16:50:34,Mocha,2,2.0,4.0,Cash,Nathan Richard
9463c839,99854,12,Sr. Barista,Rebecca Edwards,2024-05-31,16:47:07,Americano,4,1.25,5.0,Cash,Ryan Smith
0ff6fc3e,98845,15,Jr. Barista,Kevin Swanson,2024-05-31,16:32:58,Latte,4,2.0,8.0,Card,Mark Bennett
6de67ca5,82456,15,Sr. Barista,Diana Collins,2024-05-31,15:50:49,Latte,2,2.0,4.0,Card,Mark Martinez
953e9a78,99854,12,Sr. Barista,Rebecca Edwards,2024-05-31,09:21:00,Mocha,1,2.0,2.0,Card,Dr. Ryan Curtis
e9845b28,82456,15,Sr. Barista,Diana Collins,2024-05-31,02:02:32,Mocha,3,2.0,6.0,Cash,Juan White
2a28549f,82456,15,Sr. Barista,Diana Collins,2024-05-30,17:13:18,Cappuccino,2,2.0,4.0,Card,Melissa Martin
af285426,99854,12,Sr. Barista,Rebecca Edwards,2024-05-30,14:52:17,Mocha,2,2.0,4.0,Card,Brittany Barton
01115b50,98845,15,Jr. Barista,Kevin Swanson,2024-05-30,12:45:58,Latte,2,2.0,4.0,Card,Edward Jimenez
85545496,99854,12,Sr. Barista,Rebecca Edwards,2024-05-30,11:59:52,Latte,1,2.0,2.0,Card,Douglas Orr
7b60fe4e,82456,15,Sr. Barista,Diana Collins,2024-05-30,08:35:46,Latte,1,2.0,2.0,Cash,Nicole Heath
73d2ba7c,98845,15,Jr. Barista,Kevin Swanson,2024-05-30,07:16:30,Mocha,3,2.0,6.0,Card,Brandon Johnson
73d0072e,82456,15,Sr. Barista,Diana Collins,2024-05-30,05:36:22,Mocha,4,2.0,8.0,Card,Carrie Johnson
df161582,22868,15,Jr. Barista,Evelyn Grant,2024-05-30,02:56:48,Mocha,1,2.0,2.0,Cash,Michael Johnson
55081d34,22868,15,Jr. Barista,Evelyn Grant,2024-05-30,01:01:39,Latte,2,2.0,4.0,Card,Jennifer Walton
3035854c,98845,15,Jr. Barista,Kevin Swanson,2024-05-29,16:51:17,Americano,2,1.25,2.5,Card,Melissa Ramsey
f8c4a1af,22868,15,Jr. Barista,Evelyn Grant,2024-05-29,14:37:49,Americano,1,1.25,1.25,Cash,Drew Prince
17395bb3,82456,15,Sr. Barista,Diana Collins,2024-05-29,13:54:31,Mocha,3,2.0,6.0,Cash,Faith Ashley
9fa4b815,98845,15,Jr. Barista,Kevin Swanson,2024-05-29,11:58:09,Latte,2,2.0,4.0,Cash,Jessica Ramos
44ede76f,82456,15,Sr. Barista,Diana Collins,2024-05-29,11:18:25,Latte,2,2.0,4.0,Card,Maria Potts
47aa0aa6,82456,15,Sr. Barista,Diana Collins,2024-05-29,11:05:52,Latte,2,2.0,4.0,Card,Michael Garcia
3b4108ec,22868,15,Jr. Barista,Evelyn Grant,2024-05-29,09:01:47,Americano,2,1.25,2.5,Cash,Tonya Savage
b270e4f6,99854,12,Sr. Barista,Rebecca Edwards,2024-05-29,04:39:46,Latte,1,2.0,2.0,Card,Katherine Hicks
00872b42,22868,15,Jr. Barista,Evelyn Grant,2024-05-29,04:03:16,Mocha,1,2.0,2.0,Cash,John Aguilar
ebd56dc6,98845,15,Jr. Barista,Kevin Swanson,2024-05-29,03:42:13,Latte,1,2.0,2.0,Card,Joseph Coleman
6d3982e5,99854,12,Sr. Barista,Rebecca Edwards,2024-05-28,23:22:32,Mocha,2,2.0,4.0,Card,Michael Garcia
5d4e06b2,98845,15,Jr. Barista,Kevin Swanson,2024-05-28,18:50:19,Latte,1,2.0,2.0,Cash,Latoya Chung
0603fd03,99854,12,Sr. Barista,Rebecca Edwards,2024-05-28,17:24:32,Latte,3,2.0,6.0,Card,John Perkins
03287751,22868,15,Jr. Barista,Evelyn Grant,2024-05-28,14:45:50,Americano,2,1.25,2.5,Card,Leah Hudson
e2f619de,82456,15,Sr. Barista,Diana Collins,2024-05-28,14:06:07,Latte,3,2.0,6.0,Card,David Archer
aa3bc4ec,99854,12,Sr. Barista,Rebecca Edwards,2024-05-28,09:18:47,Americano,4,1.25,5.0,Cash,Glenda Lee
7c06973b,22868,15,Jr. Barista,Evelyn Grant,2024-05-28,08:10:15,Mocha,2,2.0,4.0,Card,Julia Dennis
0f55088e,82456,15,Sr. Barista,Diana Collins,2024-05-28,07:37:27,Latte,1,2.0,2.0,Cash,Michael Johnson
121a7b2e,99854,12,Sr. Barista,Rebecca Edwards,2024-05-28,07:29:37,Latte,1,2.0,2.0,Cash,Benjamin Powell
e5306127,99854,12,Sr. Barista,Rebecca Edwards,2024-05-28,06:54:37,Cappuccino,2,2.0,4.0,Cash,Amanda Hanna
c957d045,98845,15,Jr. Barista,Kevin Swanson,2024-05-28,05:17:48,Latte,3,2.0,6.0,Card,Margaret Nelson
f20e6f70,82456,15,Sr. Barista,Diana Collins,2024-05-28,02:40:28,Americano,2,1.25,2.5,Card,Gerald Galloway
156c728f,99854,12,Sr. Barista,Rebecca Edwards,2024-05-28,02:22:43,Latte,4,2.0,8.0,Cash,Tonya Savage
e367e271,98845,15,Jr. Barista,Kevin Swanson,2024-05-28,02:22:32,Latte,3,2.0,6.0,Card,Cody Gray
8d6574d4,98845,15,Jr. Barista,Kevin Swanson,2024-05-28,02:06:48,Mocha,4,2.0,8.0,Card,Mary Gross
d9dc9b07,99854,12,Sr. Barista,Rebecca Edwards,2024-05-27,21:51:51,Espresso,2,1.0,2.0,Cash,Kristy Wolf
797a7bad,82456,15,Sr. Barista,Diana Collins,2024-05-27,20:56:13,Latte,3,2.0,6.0,Cash,Veronica Lewis
14cb8652,82456,15,Sr. Barista,Diana Collins,2024-05-27,18:13:47,Latte,3,2.0,6.0,Cash,Cory Franklin
7e8dacca,99854,12,Sr. Barista,Rebecca Edwards,2024-05-27,15:00:50,Mocha,3,2.0,6.0,Cash,Donald Grant
deb896e4,22868,15,Jr. Barista,Evelyn Grant,2024-05-27,14:46:00,Espresso,1,1.0,1.0,Card,Carlos Black
acaca29a,98845,15,Jr. Barista,Kevin Swanson,2024-05-27,06:45:12,Americano,2,1.25,2.5,Cash,James Meyer
eb3603da,99854,12,Sr. Barista,Rebecca Edwards,2024-05-27,05:31:48,Mocha,2,2.0,4.0,Cash,Dr. Ryan Curtis
90ff5812,22868,15,Jr. Barista,Evelyn Grant,2024-05-27,04:36:54,Mocha,3,2.0,6.0,Cash,Marcia Perez
795f5ea1,98845,15,Jr. Barista,Kevin Swanson,2024-05-27,03:23:37,Latte,2,2.0,4.0,Cash,Heather Walsh
ad480379,82456,15,Sr. Barista,Diana Collins,2024-05-27,00:25:17,Cappuccino,1,2.0,2.0,Cash,Christine Villarreal
5b98af93,22868,15,Jr. Barista,Evelyn Grant,2024-05-26,21:59:03,Mocha,2,2.0,4.0,Card,Shawn White
3b2f227c,98845,15,Jr. Barista,Kevin Swanson,2024-05-26,21:11:04,Mocha,4,2.0,8.0,Cash,Bryan Summers
4475d386,82456,15,Sr. Barista,Diana Collins,2024-05-26,20:38:17,Latte,1,2.0,2.0,Cash,Mary Gross
f8fd0552,99854,12,Sr. Barista,Rebecca Edwards,2024-05-26,19:58:42,Latte,1,2.0,2.0,Cash,Brenda Mcclain
575ff813,99854,12,Sr. Barista,Rebecca Edwards,2024-05-26,18:33:57,Mocha,3,2.0,6.0,Cash,Joseph Coleman
af25829f,82456,15,Sr. Barista,Diana Collins,2024-05-26,14:22:35,Americano,2,1.25,2.5,Card,Rebecca Hubbard
60fca446,98845,15,Jr. Barista,Kevin Swanson,2024-05-26,11:59:05,Americano,1,1.25,1.25,Cash,James Meyer
07cbb3b6,99854,12,Sr. Barista,Rebecca Edwards,2024-05-26,11:45:47,Latte,4,2.0,8.0,Cash,Madison George
d8b46d4e,22868,15,Jr. Barista,Evelyn Grant,2024-05-26,10:15:37,Mocha,4,2.0,8.0,Card,Benjamin Perez
bacf3091,82456,15,Sr. Barista,Diana Collins,2024-05-26,07:29:02,Mocha,4,2.0,8.0,Card,Thomas Williams
198ea5ce,82456,15,Sr. Barista,Diana Collins,2024-05-26,06:05:27,Americano,1,1.25,1.25,Cash,Kristopher Hill
79d9fae4,98845,15,Jr. Barista,Kevin Swanson,2024-05-26,04:54:05,Latte,3,2.0,6.0,Card,Heather Harris
b53b9502,82456,15,Sr. Barista,Diana Collins,2024-05-26,03:50:53,Cappuccino,2,2.0,4.0,Cash,Nathan Hayes
0840495b,22868,15,Jr. Barista,Evelyn Grant,2024-05-26,01:20:37,Mocha,2,2.0,4.0,Cash,Glenda Lee
ba83ca4b,22868,15,Jr. Barista,Evelyn Grant,2024-05-25,23:49:43,Mocha,2,2.0,4.0,Card,Jennifer Walton
4c6c8c2f,82456,15,Sr. Barista,Diana Collins,2024-05-25,19:11:19,Mocha,1,2.0,2.0,Cash,Anthony Davis
5afc3004,82456,15,Sr. Barista,Diana Collins,2024-05-25,17:58:24,Latte,2,2.0,4.0,Cash,Ana Summers
997350a8,82456,15,Sr. Barista,Diana Collins,2024-05-25,17:51:08,Latte,1,2.0,2.0,Card,Joel Harmon
e4e82b0a,99854,12,Sr. Barista,Rebecca Edwards,2024-05-25,17:02:27,Latte,2,2.0,4.0,Cash,Michael Bass
bdda090d,22868,15,Jr. Barista,Evelyn Grant,2024-05-25,15:52:04,Latte,2,2.0,4.0,Cash,Chad Brown
69080ec3,98845,15,Jr. Barista,Kevin Swanson,2024-05-25,14:58:34,Latte,3,2.0,6.0,Cash,Janet Austin
7e6f8a56,22868,15,Jr. Barista,Evelyn Grant,2024-05-25,12:20:08,Espresso,2,1.0,2.0,Card,Lisa Chandler
a57f8722,82456,15,Sr. Barista,Diana Collins,2024-05-25,10:35:16,Americano,4,1.25,5.0,Cash,Kimberly Watson
700e5b27,82456,15,Sr. Barista,Diana Collins,2024-05-25,10:24:24,Mocha,2,2.0,4.0,Card,Melissa Berry
6e640abe,98845,15,Jr. Barista,Kevin Swanson,2024-05-25,09:27:56,Cappuccino,2,2.0,4.0,Card,Anthony Davis
d1240876,82456,15,Sr. Barista,Diana Collins,2024-05-25,05:15:45,Cappuccino,2,2.0,4.0,Card,Luis Henderson
2e3ecc6c,98845,15,Jr. Barista,Kevin Swanson,2024-05-25,02:11:24,Latte,3,2.0,6.0,Cash,Donald Grant
dabac108,98845,15,Jr. Barista,Kevin Swanson,2024-05-24,22:36:43,Americano,3,1.25,3.75,Cash,Melissa Berry
46a3aa31,82456,15,Sr. Barista,Diana Collins,2024-05-24,22:26:18,Mocha,2,2.0,4.0,Cash,Wesley Lloyd
f7a88ffd,82456,15,Sr. Barista,Diana Collins,2024-05-24,22:20:16,Mocha,3,2.0,6.0,Card,Joshua Perez
6b361d12,82456,15,Sr. Barista,Diana Collins,2024-05-24,15:20:17,Americano,4,1.25,5.0,Cash,Janet Austin
27ff8b32,98845,15,Jr. Barista,Kevin Swanson,2024-05-24,15:01:47,Mocha,4,2.0,8.0,Cash,Michael Garcia
9e286148,82456,15,Sr. Barista,Diana Collins,2024-05-24,12:46:51,Americano,1,1.25,1.25,Cash,Joseph Robinson
eda8ac35,99854,12,Sr. Barista,Rebecca Edwards,2024-05-24,12:20:13,Mocha,2,2.0,4.0,Cash,Suzanne Chen
0179fb00,98845,15,Jr. Barista,Kevin Swanson,2024-05-24,12:19:52,Latte,2,2.0,4.0,Cash,Rhonda Taylor
df899962,22868,15,Jr. Barista,Evelyn Grant,2024-05-24,11:42:48,Mocha,2,2.0,4.0,Card,John Mcmillan
89f7584d,99854,12,Sr. Barista,Rebecca Edwards,2024-05-24,11:41:19,Latte,2,2.0,4.0,Cash,Mary Gross
885676d8,98845,15,Jr. Barista,Kevin Swanson,2024-05-24,09:02:21,Cappuccino,1,2.0,2.0,Card,Dr. Ryan Curtis
221693e0,98845,15,Jr. Barista,Kevin Swanson,2024-05-24,05:54:42,Mocha,3,2.0,6.0,Card,Haley Davis
49a60790,98845,15,Jr. Barista,Kevin Swanson,2024-05-24,03:22:35,Cappuccino,1,2.0,2.0,Card,Tamara Delgado
129fca4d,99854,12,Sr. Barista,Rebecca Edwards,2024-05-23,22:15:29,Cappuccino,1,2.0,2.0,Cash,Thomas Williams
0c0c0020,98845,15,Jr. Barista,Kevin Swanson,2024-05-23,20:43:58,Cappuccino,3,2.0,6.0,Cash,Christopher Ortega
a6812ccb,82456,15,Sr. Barista,Diana Collins,2024-05-23,17:35:40,Latte,1,2.0,2.0,Card,Brittany Brown
f75b9b8e,82456,15,Sr. Barista,Diana Collins,2024-05-23,14:29:22,Latte,4,2.0,8.0,Card,Marie Fuller
08047771,99854,12,Sr. Barista,Rebecca Edwards,2024-05-23,14:05:46,Latte,3,2.0,6.0,Card,Sandra Pennington
2913803e,99854,12,Sr. Barista,Rebecca Edwards,2024-05-23,14:01:54,Cappuccino,1,2.0,2.0,Cash,Zachary Ferrell
efe09fb4,82456,15,Sr. Barista,Diana Collins,2024-05-23,08:42:51,Cappuccino,1,2.0,2.0,Cash,Jessica Hancock
e9e24856,98845,15,Jr. Barista,Kevin Swanson,2024-05-23,06:31:17,Mocha,4,2.0,8.0,Cash,Amy Wilkinson
5cecf6c6,22868,15,Jr. Barista,Evelyn Grant,2024-05-23,05:01:27,Mocha,3,2.0,6.0,Cash,Suzanne Chen
09f9f178,82456,15,Sr. Barista,Diana Collins,2024-05-23,04:23:11,Cappuccino,3,2.0,6.0,Card,Leah Hudson
36ff746c,82456,15,Sr. Barista,Diana Collins,2024-05-22,23:36:08,Cappuccino,1,2.0,2.0,Cash,Sandra Pennington
72980d73,82456,15,Sr. Barista,Diana Collins,2024-05-22,23:32:18,Cappuccino,4,2.0,8.0,Cash,Steven Espinoza
28d170da,99854,12,Sr. Barista,Rebecca Edwards,2024-05-22,18:39:17,Latte,4,2.0,8.0,Cash,Tonya Savage
a095e8d6,82456,15,Sr. Barista,Diana Collins,2024-05-22,17:39:41,Mocha,2,2.0,4.0,Card,Jonathan Watkins
8642993d,22868,15,Jr. Barista,Evelyn Grant,2024-05-22,16:47:32,Latte,3,2.0,6.0,Cash,David Archer
35b76c68,22868,15,Jr. Barista,Evelyn Grant,2024-05-22,16:30:29,Espresso,1,1.0,1.0,Card,Kristine Sellers
d0f7a2ae,82456,15,Sr. Barista,Diana Collins,2024-05-22,16:14:26,Cappuccino,4,2.0,8.0,Card,Melissa Berry
91fc2b56,82456,15,Sr. Barista,Diana Collins,2024-05-22,15:23:32,Espresso,1,1.0,1.0,Cash,Jesse Nelson
fe3f0cf1,99854,12,Sr. Barista,Rebecca Edwards,2024-05-22,15:19:53,Latte,3,2.0,6.0,Cash,Maria Potts
a30b0af2,99854,12,Sr. Barista,Rebecca Edwards,2024-05-22,14:59:52,Latte,2,2.0,4.0,Cash,Vincent Wood
95653a64,99854,12,Sr. Barista,Rebecca Edwards,2024-05-22,14:20:12,Latte,1,2.0,2.0,Cash,John Perkins
82a1a033,82456,15,Sr. Barista,Diana Collins,2024-05-22,14:12:28,Mocha,2,2.0,4.0,Card,Madison George
2cf859fa,82456,15,Sr. Barista,Diana Collins,2024-05-22,13:40:56,Cappuccino,4,2.0,8.0,Card,Joseph Coleman
e3a25150,22868,15,Jr. Barista,Evelyn Grant,2024-05-22,11:40:44,Latte,2,2.0,4.0,Card,Tonya Savage
eab5fe7f,99854,12,Sr. Barista,Rebecca Edwards,2024-05-22,09:19:25,Cappuccino,3,2.0,6.0,Card,Rita Harris
23a343b3,22868,15,Jr. Barista,Evelyn Grant,2024-05-22,06:40:32,Americano,1,1.25,1.25,Cash,Mark Bennett
66d2ec25,98845,15,Jr. Barista,Kevin Swanson,2024-05-22,05:16:02,Latte,2,2.0,4.0,Card,Jennifer Delgado
6af23039,99854,12,Sr. Barista,Rebecca Edwards,2024-05-22,04:11:14,Mocha,2,2.0,4.0,Cash,Carla Shepherd
1e6fa8a5,82456,15,Sr. Barista,Diana Collins,2024-05-22,02:00:51,Cappuccino,4,2.0,8.0,Cash,Stephen Lee
159c979b,98845,15,Jr. Barista,Kevin Swanson,2024-05-22,00:44:21,Latte,3,2.0,6.0,Cash,Caitlin Williams
18969929,99854,12,Sr. Barista,Rebecca Edwards,2024-05-21,20:49:54,Latte,1,2.0,2.0,Cash,Aaron Alexander
8b34b0ad,82456,15,Sr. Barista,Diana Collins,2024-05-21,20:05:46,Latte,4,2.0,8.0,Card,Zachary Ferrell
adacc6ae,99854,12,Sr. Barista,Rebecca Edwards,2024-05-21,15:39:11,Mocha,1,2.0,2.0,Cash,Deanna Morrow
bb7cebc8,82456,15,Sr. Barista,Diana Collins,2024-05-21,11:56:26,Cappuccino,3,2.0,6.0,Cash,Drew Prince
1329923f,22868,15,Jr. Barista,Evelyn Grant,2024-05-21,09:26:58,Mocha,1,2.0,2.0,Card,Brandy Johnson
15b6aa2a,99854,12,Sr. Barista,Rebecca Edwards,2024-05-21,09:04:20,Mocha,2,2.0,4.0,Card,Samuel Kemp
0f8d19cd,99854,12,Sr. Barista,Rebecca Edwards,2024-05-21,06:40:53,Mocha,3,2.0,6.0,Cash,Elizabeth Perez
0c44591c,99854,12,Sr. Barista,Rebecca Edwards,2024-05-21,02:34:22,Mocha,4,2.0,8.0,Cash,Marcia Perez
77ac4acb,22868,15,Jr. Barista,Evelyn Grant,2024-05-21,02:15:20,Mocha,4,2.0,8.0,Cash,Chad Brown
03714fde,98845,15,Jr. Barista,Kevin Swanson,2024-05-20,23:47:12,Cappuccino,4,2.0,8.0,Cash,Leah Hudson
f81c535e,99854,12,Sr. Barista,Rebecca Edwards,2024-05-20,23:28:04,Latte,2,2.0,4.0,Cash,Zachary Johns
fcb9cec8,82456,15,Sr. Barista,Diana Collins,2024-05-20,22:27:10,Latte,1,2.0,2.0,Cash,Carrie Johnson
ee61fc26,82456,15,Sr. Barista,Diana Collins,2024-05-20,21:38:53,Americano,2,1.25,2.5,Card,Helen Downs
3100ca4e,82456,15,Sr. Barista,Diana Collins,2024-05-20,18:19:58,Cappuccino,1,2.0,2.0,Card,Kimberly Watson
6363be5b,98845,15,Jr. Barista,Kevin Swanson,2024-05-20,17:48:59,Latte,1,2.0,2.0,Cash,Dr. Ryan Curtis
811bdb27,98845,15,Jr. Barista,Kevin Swanson,2024-05-20,17:13:42,Latte,2,2.0,4.0,Cash,Carla Shepherd
